date,max_dew_point_v,max_dew_point_s,max_dew_point_c,max_dew_point_d,max_relative_humidity_v,max_relative_humidity_s,max_relative_humidity_c,max_relative_humidity_d,max_temperature_v,max_temperature_s,max_temperature_c,max_temperature_d,max_wind_speed_v,max_wind_speed_s,max_wind_speed_c,max_wind_speed_d,min_dew_point_v,min_dew_point_s,min_dew_point_c,min_dew_point_d,min_relative_humidity_v,min_relative_humidity_s,min_relative_humidity_c,min_relative_humidity_d,min_temperature_v,min_temperature_s,min_temperature_c,min_temperature_d,min_wind_speed_v,min_wind_speed_s,min_wind_speed_c,min_wind_speed_d,precipitation_v,precipitation_s,precipitation_c,precipitation_d,rain_v,rain_s,rain_c,rain_d,snow_v,snow_s,snow_c,snow_d,snow_on_ground_v,snow_on_ground_s,snow_on_ground_c,snow_on_ground_d,solar_radiation_v,solar_radiation_s,solar_radiation_c,solar_radiation_d
2015-05-15,9.71,4.94,450,"1985-05-08 2014-05-22",84.53,11.16,450,"1985-05-08 2014-05-22",18.75,5.06,450,"1985-05-08 2014-05-22",27.8,9.88,450,"1985-05-08 2014-05-22",2.81,5.02,450,"1985-05-08 2014-05-22",46.91,14.73,450,"1985-05-08 2014-05-22",7.63,3.88,450,"1985-05-08 2014-05-22",3.56,4.6,450,"1985-05-08 2014-05-22",2.71,6.18,450,"1985-05-08 2014-05-22",2.71,6.18,450,"1985-05-08 2014-05-22",0,0.02,450,"1985-05-08 2014-05-22",0,0,435,"1985-05-08 2013-05-22",,,,
2015-05-14,9.48,4.98,450,"1985-05-07 2014-05-21",84.25,11.26,450,"1985-05-07 2014-05-21",18.55,5.07,450,"1985-05-07 2014-05-21",28.12,9.9,450,"1985-05-07 2014-05-21",2.47,5.05,450,"1985-05-07 2014-05-21",46.4,14.81,450,"1985-05-07 2014-05-21",7.43,3.89,450,"1985-05-07 2014-05-21",3.64,4.76,450,"1985-05-07 2014-05-21",2.67,6.12,450,"1985-05-07 2014-05-21",2.67,6.12,450,"1985-05-07 2014-05-21",0,0.03,450,"1985-05-07 2014-05-21",0,0,435,"1985-05-07 2013-05-21",,,,
2015-05-13,9.3,5.04,450,"1985-05-06 2014-05-20",83.84,11.58,450,"1985-05-06 2014-05-20",18.44,5.07,450,"1985-05-06 2014-05-20",28.35,9.76,450,"1985-05-06 2014-05-20",2.18,5.1,450,"1985-05-06 2014-05-20",45.86,14.88,450,"1985-05-06 2014-05-20",7.29,3.86,450,"1985-05-06 2014-05-20",3.54,4.67,450,"1985-05-06 2014-05-20",2.62,6.03,450,"1985-05-06 2014-05-20",2.62,6.03,450,"1985-05-06 2014-05-20",0,0.03,450,"1985-05-06 2014-05-20",0,0,435,"1985-05-06 2013-05-20",,,,
2015-05-12,9.11,4.98,450,"1985-05-05 2014-05-19",83.47,11.64,450,"1985-05-05 2014-05-19",18.34,4.95,450,"1985-05-05 2014-05-19",28.47,9.73,450,"1985-05-05 2014-05-19",1.92,5.1,450,"1985-05-05 2014-05-19",45.29,14.7,450,"1985-05-05 2014-05-19",7.16,3.85,450,"1985-05-05 2014-05-19",3.49,4.61,450,"1985-05-05 2014-05-19",2.55,5.87,449,"1985-05-05 2014-05-19",2.55,5.87,449,"1985-05-05 2014-05-19",0,0.03,449,"1985-05-05 2014-05-19",0,0,434,"1985-05-05 2013-05-19",,,,
2015-05-11,8.88,5.06,450,"1985-05-04 2014-05-18",83.27,11.65,450,"1985-05-04 2014-05-18",18.19,4.88,450,"1985-05-04 2014-05-18",28.41,9.76,450,"1985-05-04 2014-05-18",1.67,5.13,450,"1985-05-04 2014-05-18",44.73,14.69,450,"1985-05-04 2014-05-18",6.96,3.92,450,"1985-05-04 2014-05-18",3.5,4.63,450,"1985-05-04 2014-05-18",2.46,5.8,449,"1985-05-04 2014-05-18",2.46,5.8,449,"1985-05-04 2014-05-18",0,0.03,449,"1985-05-04 2014-05-18",0,0,434,"1985-05-04 2013-05-18",,,,
2015-05-10,8.61,5.12,450,"1985-05-03 2014-05-17",83.11,11.66,450,"1985-05-03 2014-05-17",18.03,4.94,450,"1985-05-03 2014-05-17",28.4,9.82,450,"1985-05-03 2014-05-17",1.44,5.29,450,"1985-05-03 2014-05-17",44.4,15.01,450,"1985-05-03 2014-05-17",6.81,3.97,450,"1985-05-03 2014-05-17",3.52,4.62,450,"1985-05-03 2014-05-17",2.39,5.7,448,"1985-05-03 2014-05-17",2.39,5.7,448,"1985-05-03 2014-05-17",0,0.03,448,"1985-05-03 2014-05-17",0,0,433,"1985-05-03 2013-05-17",,,,
2015-05-09,8.37,5.12,450,"1985-05-02 2014-05-16",82.92,11.76,450,"1985-05-02 2014-05-16",17.82,4.96,450,"1985-05-02 2014-05-16",28.45,9.67,450,"1985-05-02 2014-05-16",1.24,5.33,450,"1985-05-02 2014-05-16",44.32,15.26,450,"1985-05-02 2014-05-16",6.65,4.01,450,"1985-05-02 2014-05-16",3.66,4.7,450,"1985-05-02 2014-05-16",2.52,6.05,448,"1985-05-02 2014-05-16",2.51,6.05,448,"1985-05-02 2014-05-16",0,0.03,448,"1985-05-02 2014-05-16",0,0,433,"1985-05-02 2013-05-16",,,,
2015-05-08,8.2,5.13,450,"1985-05-01 2014-05-15",82.79,12.02,450,"1985-05-01 2014-05-15",17.71,4.97,450,"1985-05-01 2014-05-15",28.51,9.82,450,"1985-05-01 2014-05-15",0.96,5.26,450,"1985-05-01 2014-05-15",43.89,15.01,450,"1985-05-01 2014-05-15",6.49,4.04,450,"1985-05-01 2014-05-15",3.61,4.66,450,"1985-05-01 2014-05-15",2.4,5.85,448,"1985-05-01 2014-05-15",2.39,5.85,448,"1985-05-01 2014-05-15",0,0.03,448,"1985-05-01 2014-05-15",0,0,433,"1985-05-01 2013-05-15",,,,
2015-05-07,7.9,5.14,450,"1985-04-30 2014-05-14",82.48,12.46,450,"1985-04-30 2014-05-14",17.51,5.02,450,"1985-04-30 2014-05-14",28.56,9.75,450,"1985-04-30 2014-05-14",0.74,5.3,450,"1985-04-30 2014-05-14",43.6,15.15,450,"1985-04-30 2014-05-14",6.35,4.07,450,"1985-04-30 2014-05-14",3.52,4.62,450,"1985-04-30 2014-05-14",2.27,5.56,447,"1985-04-30 2014-05-14",2.27,5.56,447,"1985-04-30 2014-05-14",0,0.03,447,"1985-04-30 2014-05-14",0,0,432,"1985-04-30 2013-05-14",,,,
2015-05-06,7.57,5.15,450,"1985-04-29 2014-05-13",82.17,12.61,450,"1985-04-29 2014-05-13",17.3,5.03,450,"1985-04-29 2014-05-13",28.62,9.57,450,"1985-04-29 2014-05-13",0.44,5.29,450,"1985-04-29 2014-05-13",43.18,15.11,450,"1985-04-29 2014-05-13",6.12,4.09,450,"1985-04-29 2014-05-13",3.61,4.49,450,"1985-04-29 2014-05-13",2.22,5.55,447,"1985-04-29 2014-05-13",2.21,5.55,447,"1985-04-29 2014-05-13",0,0.03,447,"1985-04-29 2014-05-13",0,0,432,"1985-04-29 2013-05-13",,,,
2015-05-05,7.28,5.14,450,"1985-04-28 2014-05-12",82.08,12.67,450,"1985-04-28 2014-05-12",17.04,5.12,450,"1985-04-28 2014-05-12",28.9,9.84,450,"1985-04-28 2014-05-12",0.18,5.31,450,"1985-04-28 2014-05-12",43.16,15.29,450,"1985-04-28 2014-05-12",5.91,4.14,450,"1985-04-28 2014-05-12",3.65,4.56,450,"1985-04-28 2014-05-12",2.31,5.65,447,"1985-04-28 2014-05-12",2.31,5.65,447,"1985-04-28 2014-05-12",0,0.04,447,"1985-04-28 2014-05-12",0,0,432,"1985-04-28 2013-05-12",,,,
2015-05-04,7.03,5.22,450,"1985-04-27 2014-05-11",81.86,12.69,450,"1985-04-27 2014-05-11",16.89,5.17,450,"1985-04-27 2014-05-11",28.93,9.92,450,"1985-04-27 2014-05-11",-0.12,5.38,450,"1985-04-27 2014-05-11",42.77,15.1,450,"1985-04-27 2014-05-11",5.65,4.2,450,"1985-04-27 2014-05-11",3.63,4.41,450,"1985-04-27 2014-05-11",2.17,4.95,447,"1985-04-27 2014-05-11",2.16,4.95,447,"1985-04-27 2014-05-11",0,0.04,447,"1985-04-27 2014-05-11",0,0,432,"1985-04-27 2013-05-11",,,,
2015-05-03,6.74,5.21,450,"1985-04-26 2014-05-10",81.49,12.94,450,"1985-04-26 2014-05-10",16.65,5.12,450,"1985-04-26 2014-05-10",28.9,9.99,450,"1985-04-26 2014-05-10",-0.36,5.39,450,"1985-04-26 2014-05-10",42.74,15.3,450,"1985-04-26 2014-05-10",5.4,4.19,450,"1985-04-26 2014-05-10",3.67,4.46,450,"1985-04-26 2014-05-10",2.06,4.73,447,"1985-04-26 2014-05-10",2.05,4.73,447,"1985-04-26 2014-05-10",0,0.04,447,"1985-04-26 2014-05-10",0,0,432,"1985-04-26 2013-05-10",,,,
2015-05-02,6.44,5.21,450,"1985-04-25 2014-05-09",81.55,12.89,450,"1985-04-25 2014-05-09",16.33,5.12,450,"1985-04-25 2014-05-09",28.87,9.98,450,"1985-04-25 2014-05-09",-0.73,5.34,450,"1985-04-25 2014-05-09",42.53,15.26,450,"1985-04-25 2014-05-09",5.12,4.17,450,"1985-04-25 2014-05-09",3.54,4.29,450,"1985-04-25 2014-05-09",2.05,4.65,447,"1985-04-25 2014-05-09",2.05,4.65,447,"1985-04-25 2014-05-09",0,0.04,447,"1985-04-25 2014-05-09",0,0,432,"1985-04-25 2013-05-09",,,,
2015-05-01,6.06,5.21,450,"1985-04-24 2014-05-08",81.17,12.97,450,"1985-04-24 2014-05-08",16.01,5.06,450,"1985-04-24 2014-05-08",28.94,9.81,450,"1985-04-24 2014-05-08",-1.11,5.26,450,"1985-04-24 2014-05-08",42.18,15.31,450,"1985-04-24 2014-05-08",4.77,4.13,450,"1985-04-24 2014-05-08",3.67,4.39,450,"1985-04-24 2014-05-08",1.99,4.62,447,"1985-04-24 2014-05-08",1.98,4.62,447,"1985-04-24 2014-05-08",0,0.04,447,"1985-04-24 2014-05-08",0,0,432,"1985-04-24 2013-05-08",,,,
2015-04-30,5.84,5.24,450,"1985-04-23 2014-05-07",81.11,12.96,450,"1985-04-23 2014-05-07",15.77,5.1,450,"1985-04-23 2014-05-07",29.25,9.8,450,"1985-04-23 2014-05-07",-1.36,5.2,450,"1985-04-23 2014-05-07",42.15,15.65,450,"1985-04-23 2014-05-07",4.57,4.06,450,"1985-04-23 2014-05-07",3.73,4.5,450,"1985-04-23 2014-05-07",2.1,4.83,447,"1985-04-23 2014-05-07",2.09,4.82,447,"1985-04-23 2014-05-07",0.01,0.07,447,"1985-04-23 2014-05-07",0,0,432,"1985-04-23 2013-05-07",,,,
2015-04-29,5.69,5.27,450,"1985-04-22 2014-05-06",81.24,13,450,"1985-04-22 2014-05-06",15.51,5.25,450,"1985-04-22 2014-05-06",29.33,9.76,450,"1985-04-22 2014-05-06",-1.48,5.19,450,"1985-04-22 2014-05-06",42.58,15.87,450,"1985-04-22 2014-05-06",4.38,4.04,450,"1985-04-22 2014-05-06",3.75,4.39,450,"1985-04-22 2014-05-06",2.12,4.78,447,"1985-04-22 2014-05-06",2.11,4.77,447,"1985-04-22 2014-05-06",0.01,0.13,447,"1985-04-22 2014-05-06",0,0.05,432,"1985-04-22 2013-05-06",,,,
2015-04-28,5.52,5.29,450,"1985-04-21 2014-05-05",81.44,12.92,450,"1985-04-21 2014-05-05",15.29,5.3,450,"1985-04-21 2014-05-05",29.26,9.88,450,"1985-04-21 2014-05-05",-1.58,5.13,450,"1985-04-21 2014-05-05",43.11,16.14,450,"1985-04-21 2014-05-05",4.18,4.02,450,"1985-04-21 2014-05-05",3.83,4.45,450,"1985-04-21 2014-05-05",2.25,5.04,447,"1985-04-21 2014-05-05",2.24,5.04,447,"1985-04-21 2014-05-05",0.01,0.13,447,"1985-04-21 2014-05-05",0,0.05,432,"1985-04-21 2013-05-05",,,,
2015-04-27,5.4,5.28,450,"1985-04-20 2014-05-04",81.72,12.89,450,"1985-04-20 2014-05-04",15.02,5.32,450,"1985-04-20 2014-05-04",29.39,10.15,450,"1985-04-20 2014-05-04",-1.67,5.07,450,"1985-04-20 2014-05-04",43.68,16.37,450,"1985-04-20 2014-05-04",4,3.92,450,"1985-04-20 2014-05-04",3.97,4.55,450,"1985-04-20 2014-05-04",2.43,5.46,447,"1985-04-20 2014-05-04",2.42,5.46,447,"1985-04-20 2014-05-04",0.01,0.13,447,"1985-04-20 2014-05-04",0,0.05,432,"1985-04-20 2013-05-04",,,,
2015-04-26,5.39,5.29,450,"1985-04-19 2014-05-03",82.1,12.81,450,"1985-04-19 2014-05-03",14.9,5.4,450,"1985-04-19 2014-05-03",29.66,10.24,450,"1985-04-19 2014-05-03",-1.66,5.06,450,"1985-04-19 2014-05-03",44.09,16.37,450,"1985-04-19 2014-05-03",3.92,3.85,450,"1985-04-19 2014-05-03",4.04,4.52,450,"1985-04-19 2014-05-03",2.52,5.49,447,"1985-04-19 2014-05-03",2.51,5.49,447,"1985-04-19 2014-05-03",0.01,0.14,447,"1985-04-19 2014-05-03",0,0.05,432,"1985-04-19 2013-05-03",,,,
2015-04-25,5.34,5.3,450,"1985-04-18 2014-05-02",82.15,12.8,450,"1985-04-18 2014-05-02",14.76,5.42,450,"1985-04-18 2014-05-02",29.67,10.21,450,"1985-04-18 2014-05-02",-1.73,4.93,450,"1985-04-18 2014-05-02",44.42,16.18,450,"1985-04-18 2014-05-02",3.74,3.81,450,"1985-04-18 2014-05-02",4.1,4.53,450,"1985-04-18 2014-05-02",2.39,5.31,448,"1985-04-18 2014-05-02",2.38,5.31,448,"1985-04-18 2014-05-02",0.01,0.13,448,"1985-04-18 2014-05-02",0,0.05,433,"1985-04-18 2013-05-02",,,,
2015-04-24,5.17,5.35,450,"1985-04-17 2014-05-01",81.89,12.82,450,"1985-04-17 2014-05-01",14.53,5.54,450,"1985-04-17 2014-05-01",29.78,10.37,450,"1985-04-17 2014-05-01",-1.94,4.93,450,"1985-04-17 2014-05-01",44.45,15.9,450,"1985-04-17 2014-05-01",3.56,3.81,450,"1985-04-17 2014-05-01",4.23,4.69,450,"1985-04-17 2014-05-01",2.2,4.86,448,"1985-04-17 2014-05-01",2.19,4.85,448,"1985-04-17 2014-05-01",0.01,0.14,448,"1985-04-17 2014-05-01",0,0.05,434,"1985-04-17 2014-04-17",,,,
2015-04-23,5.01,5.38,450,"1985-04-16 2014-04-30",81.82,12.72,450,"1985-04-16 2014-04-30",14.35,5.61,450,"1985-04-16 2014-04-30",30.12,10.25,450,"1985-04-16 2014-04-30",-2.1,5.01,450,"1985-04-16 2014-04-30",44.5,15.99,450,"1985-04-16 2014-04-30",3.39,3.78,450,"1985-04-16 2014-04-30",4.42,4.78,450,"1985-04-16 2014-04-30",2.36,5.39,448,"1985-04-16 2014-04-30",2.34,5.39,448,"1985-04-16 2014-04-30",0.01,0.14,448,"1985-04-16 2014-04-30",0,0.07,435,"1985-04-16 2014-04-17",,,,
2015-04-22,4.88,5.5,450,"1985-04-15 2014-04-29",81.69,12.88,450,"1985-04-15 2014-04-29",14.2,5.66,450,"1985-04-15 2014-04-29",30.33,10.32,450,"1985-04-15 2014-04-29",-2.25,5.1,450,"1985-04-15 2014-04-29",44.64,15.92,450,"1985-04-15 2014-04-29",3.27,3.83,450,"1985-04-15 2014-04-29",4.57,4.84,450,"1985-04-15 2014-04-29",2.28,5.29,448,"1985-04-15 2014-04-29",2.26,5.28,448,"1985-04-15 2014-04-29",0.02,0.2,448,"1985-04-15 2014-04-29",0,0.12,436,"1985-04-15 2014-04-17",,,,
2015-04-21,4.81,5.53,450,"1985-04-14 2014-04-28",81.74,13.07,450,"1985-04-14 2014-04-28",14.04,5.64,450,"1985-04-14 2014-04-28",30.25,10.31,450,"1985-04-14 2014-04-28",-2.39,5.09,450,"1985-04-14 2014-04-28",44.97,15.97,450,"1985-04-14 2014-04-28",3.13,3.84,450,"1985-04-14 2014-04-28",4.46,4.93,450,"1985-04-14 2014-04-28",2.27,5.17,447,"1985-04-14 2014-04-28",2.25,5.16,447,"1985-04-14 2014-04-28",0.02,0.2,447,"1985-04-14 2014-04-28",0,0.12,435,"1985-04-14 2014-04-17",,,,
2015-04-20,4.69,5.57,450,"1985-04-13 2014-04-27",81.83,13.19,450,"1985-04-13 2014-04-27",13.83,5.68,450,"1985-04-13 2014-04-27",30.09,10.09,450,"1985-04-13 2014-04-27",-2.48,5.1,450,"1985-04-13 2014-04-27",45.22,16.07,450,"1985-04-13 2014-04-27",3.01,3.85,450,"1985-04-13 2014-04-27",4.52,4.94,450,"1985-04-13 2014-04-27",2.23,5.13,447,"1985-04-13 2014-04-27",2.2,5.12,447,"1985-04-13 2014-04-27",0.03,0.21,447,"1985-04-13 2014-04-27",0,0.12,435,"1985-04-13 2014-04-17",,,,
2015-04-19,4.53,5.56,450,"1985-04-12 2014-04-26",82.14,13.23,450,"1985-04-12 2014-04-26",13.53,5.67,450,"1985-04-12 2014-04-26",30.16,10.19,450,"1985-04-12 2014-04-26",-2.56,5.06,450,"1985-04-12 2014-04-26",45.55,16.27,450,"1985-04-12 2014-04-26",2.85,3.92,450,"1985-04-12 2014-04-26",4.52,4.86,450,"1985-04-12 2014-04-26",2.44,5.32,446,"1985-04-12 2014-04-26",2.4,5.31,446,"1985-04-12 2014-04-26",0.03,0.23,446,"1985-04-12 2014-04-26",0,0.23,434,"1985-04-12 2014-04-17",,,,
2015-04-18,4.27,5.57,450,"1985-04-11 2014-04-25",82.23,13.04,450,"1985-04-11 2014-04-25",13.19,5.71,450,"1985-04-11 2014-04-25",29.98,10.3,450,"1985-04-11 2014-04-25",-2.82,5.03,450,"1985-04-11 2014-04-25",45.61,16.09,450,"1985-04-11 2014-04-25",2.6,3.91,450,"1985-04-11 2014-04-25",4.55,4.93,450,"1985-04-11 2014-04-25",2.54,5.92,446,"1985-04-11 2014-04-25",2.46,5.89,446,"1985-04-11 2014-04-25",0.06,0.38,446,"1985-04-11 2014-04-25",0,0.26,434,"1985-04-11 2014-04-17",,,,
2015-04-17,3.99,5.6,450,"1985-04-10 2014-04-24",82.2,12.99,450,"1985-04-10 2014-04-24",12.9,5.72,450,"1985-04-10 2014-04-24",30.05,10.23,450,"1985-04-10 2014-04-24",-2.98,5,450,"1985-04-10 2014-04-24",45.83,16.09,450,"1985-04-10 2014-04-24",2.32,3.93,450,"1985-04-10 2014-04-24",4.7,5,450,"1985-04-10 2014-04-24",2.47,5.93,445,"1985-04-10 2014-04-24",2.38,5.89,445,"1985-04-10 2014-04-24",0.07,0.39,445,"1985-04-10 2014-04-24",0.1,0.4,433,"1985-04-10 2014-04-17",,,,
2015-04-16,3.84,5.65,450,"1985-04-09 2014-04-23",82.26,12.89,450,"1985-04-09 2014-04-23",12.61,5.81,450,"1985-04-09 2014-04-23",30.2,10.31,450,"1985-04-09 2014-04-23",-3.13,5.08,450,"1985-04-09 2014-04-23",46.12,15.97,450,"1985-04-09 2014-04-23",2.14,4,450,"1985-04-09 2014-04-23",4.88,5.12,450,"1985-04-09 2014-04-23",2.44,5.94,444,"1985-04-09 2014-04-23",2.35,5.91,444,"1985-04-09 2014-04-23",0.08,0.43,444,"1985-04-09 2014-04-23",0.1,0.59,432,"1985-04-09 2014-04-17",,,,
2015-04-15,3.64,5.67,450,"1985-04-08 2014-04-22",82.36,12.84,450,"1985-04-08 2014-04-22",12.32,5.85,450,"1985-04-08 2014-04-22",30.19,10.45,450,"1985-04-08 2014-04-22",-3.27,5.11,450,"1985-04-08 2014-04-22",46.46,15.62,450,"1985-04-08 2014-04-22",1.96,4.07,450,"1985-04-08 2014-04-22",5.01,5.19,450,"1985-04-08 2014-04-22",2.45,6.03,444,"1985-04-08 2014-04-22",2.35,5.99,444,"1985-04-08 2014-04-22",0.09,0.46,444,"1985-04-08 2014-04-22",0.1,0.85,433,"1985-04-08 2014-04-17",,,,
2015-04-14,3.46,5.67,450,"1985-04-07 2014-04-21",82.47,12.8,450,"1985-04-07 2014-04-21",12.09,5.93,450,"1985-04-07 2014-04-21",30.36,10.55,450,"1985-04-07 2014-04-21",-3.45,5.09,450,"1985-04-07 2014-04-21",46.58,15.57,450,"1985-04-07 2014-04-21",1.76,4.09,450,"1985-04-07 2014-04-21",5.09,5.28,450,"1985-04-07 2014-04-21",2.47,6.03,444,"1985-04-07 2014-04-21",2.37,6,444,"1985-04-07 2014-04-21",0.09,0.47,444,"1985-04-07 2014-04-21",0.2,1.11,433,"1985-04-07 2014-04-17",,,,
2015-04-13,3.19,5.66,450,"1985-04-06 2014-04-20",82.53,12.68,450,"1985-04-06 2014-04-20",11.75,5.91,450,"1985-04-06 2014-04-20",30.5,10.73,450,"1985-04-06 2014-04-20",-3.71,5.11,450,"1985-04-06 2014-04-20",46.48,15.34,450,"1985-04-06 2014-04-20",1.5,4.14,450,"1985-04-06 2014-04-20",5.14,5.31,450,"1985-04-06 2014-04-20",2.45,5.87,444,"1985-04-06 2014-04-20",2.3,5.8,444,"1985-04-06 2014-04-20",0.13,0.71,444,"1985-04-06 2014-04-20",0.2,1.24,433,"1985-04-06 2014-04-17",,,,
2015-04-12,2.8,5.68,450,"1985-04-05 2014-04-19",82.23,12.73,450,"1985-04-05 2014-04-19",11.34,5.93,450,"1985-04-05 2014-04-19",30.69,10.74,450,"1985-04-05 2014-04-19",-4.04,5.1,450,"1985-04-05 2014-04-19",46.43,15.2,450,"1985-04-05 2014-04-19",1.2,4.17,450,"1985-04-05 2014-04-19",5.32,5.43,450,"1985-04-05 2014-04-19",2.17,5.39,445,"1985-04-05 2014-04-19",2.03,5.31,445,"1985-04-05 2014-04-19",0.13,0.71,445,"1985-04-05 2014-04-19",0.3,1.4,434,"1985-04-05 2014-04-17",,,,
2015-04-11,2.55,5.58,450,"1985-04-04 2014-04-18",82.36,12.8,450,"1985-04-04 2014-04-18",10.9,5.77,450,"1985-04-04 2014-04-18",31.05,11,450,"1985-04-04 2014-04-18",-4.37,5.07,450,"1985-04-04 2014-04-18",46.76,15.28,450,"1985-04-04 2014-04-18",0.93,4.15,450,"1985-04-04 2014-04-18",5.59,5.72,450,"1985-04-04 2014-04-18",2.23,5.42,445,"1985-04-04 2014-04-18",2.03,5.3,445,"1985-04-04 2014-04-18",0.16,0.8,445,"1985-04-04 2014-04-18",0.3,1.5,434,"1985-04-04 2014-04-17",,,,
2015-04-10,2.38,5.53,450,"1985-04-03 2014-04-17",82.83,12.83,450,"1985-04-03 2014-04-17",10.58,5.68,450,"1985-04-03 2014-04-17",31.19,11.23,450,"1985-04-03 2014-04-17",-4.47,5.06,450,"1985-04-03 2014-04-17",47.31,15.67,450,"1985-04-03 2014-04-17",0.77,4.1,450,"1985-04-03 2014-04-17",5.59,5.81,450,"1985-04-03 2014-04-17",2.51,5.85,445,"1985-04-03 2014-04-17",2.21,5.65,445,"1985-04-03 2014-04-17",0.23,1,445,"1985-04-03 2014-04-17",0.4,1.57,434,"1985-04-03 2014-04-17",,,,
2015-04-09,2.24,5.48,450,"1985-04-02 2014-04-16",83.19,12.73,450,"1985-04-02 2014-04-16",10.37,5.65,450,"1985-04-02 2014-04-16",31.08,11.24,450,"1985-04-02 2014-04-16",-4.54,5.04,450,"1985-04-02 2014-04-16",47.58,16.1,450,"1985-04-02 2014-04-16",0.63,4.05,450,"1985-04-02 2014-04-16",5.43,5.67,450,"1985-04-02 2014-04-16",2.58,5.94,445,"1985-04-02 2014-04-16",2.23,5.67,445,"1985-04-02 2014-04-16",0.27,1.15,445,"1985-04-02 2014-04-16",0.4,1.65,433,"1985-04-02 2014-04-16",,,,
2015-04-08,2.07,5.32,450,"1985-04-01 2014-04-15",83.44,12.63,450,"1985-04-01 2014-04-15",10.11,5.55,450,"1985-04-01 2014-04-15",30.91,11.48,450,"1985-04-01 2014-04-15",-4.64,5,450,"1985-04-01 2014-04-15",48.02,16.19,450,"1985-04-01 2014-04-15",0.49,4.03,450,"1985-04-01 2014-04-15",5.34,5.68,450,"1985-04-01 2014-04-15",2.41,5.51,445,"1985-04-01 2014-04-15",2.04,5.2,445,"1985-04-01 2014-04-15",0.29,1.16,445,"1985-04-01 2014-04-15",0.4,1.74,433,"1985-04-01 2014-04-15",,,,
2015-04-07,1.88,5.13,450,"1985-03-31 2014-04-14",83.8,12.05,450,"1985-03-31 2014-04-14",9.79,5.47,450,"1985-03-31 2014-04-14",30.69,11.48,450,"1985-03-31 2014-04-14",-4.85,4.86,450,"1985-03-31 2014-04-14",48.18,16.25,450,"1985-03-31 2014-04-14",0.24,3.85,450,"1985-03-31 2014-04-14",5.35,5.73,450,"1985-03-31 2014-04-14",2.45,5.55,446,"1985-03-31 2014-04-14",2.05,5.24,446,"1985-03-31 2014-04-14",0.32,1.29,446,"1985-03-31 2014-04-14",0.4,1.76,434,"1985-03-31 2014-04-08",,,,
2015-04-06,1.74,5.09,450,"1985-03-30 2014-04-13",83.85,11.63,450,"1985-03-30 2014-04-13",9.56,5.49,450,"1985-03-30 2014-04-13",30.77,11.41,450,"1985-03-30 2014-04-13",-4.96,4.84,450,"1985-03-30 2014-04-13",48.38,16.09,450,"1985-03-30 2014-04-13",0.09,3.85,450,"1985-03-30 2014-04-13",5.49,5.75,450,"1985-03-30 2014-04-13",2.42,5.58,447,"1985-03-30 2014-04-13",2.02,5.26,447,"1985-03-30 2014-04-13",0.33,1.29,447,"1985-03-30 2014-04-13",0.4,1.76,436,"1985-03-30 2014-04-08",,,,
2015-04-05,1.73,5.12,450,"1985-03-29 2014-04-12",83.99,11.49,450,"1985-03-29 2014-04-12",9.52,5.49,450,"1985-03-29 2014-04-12",30.72,11.4,450,"1985-03-29 2014-04-12",-5.02,4.84,450,"1985-03-29 2014-04-12",48.54,16.03,450,"1985-03-29 2014-04-12",0.01,3.85,450,"1985-03-29 2014-04-12",5.48,5.77,450,"1985-03-29 2014-04-12",2.44,5.63,447,"1985-03-29 2014-04-12",2.02,5.3,447,"1985-03-29 2014-04-12",0.34,1.33,447,"1985-03-29 2014-04-12",0.4,1.76,437,"1985-03-29 2014-04-08",,,,
2015-04-04,1.72,5.18,450,"1985-03-28 2014-04-11",83.97,11.32,450,"1985-03-28 2014-04-11",9.55,5.51,450,"1985-03-28 2014-04-11",30.67,11.44,450,"1985-03-28 2014-04-11",-5.02,4.88,450,"1985-03-28 2014-04-11",48.58,15.91,450,"1985-03-28 2014-04-11",-0.03,3.86,450,"1985-03-28 2014-04-11",5.48,5.76,450,"1985-03-28 2014-04-11",2.23,5.47,448,"1985-03-28 2014-04-11",1.83,5.13,448,"1985-03-28 2014-04-11",0.33,1.32,448,"1985-03-28 2014-04-11",0.4,1.75,439,"1985-03-28 2014-04-08",,,,
2015-04-03,1.72,5.33,450,"1985-03-27 2014-04-10",84.28,11.14,450,"1985-03-27 2014-04-10",9.45,5.61,450,"1985-03-27 2014-04-10",30.58,11.45,450,"1985-03-27 2014-04-10",-5.01,5.09,450,"1985-03-27 2014-04-10",49.11,15.87,450,"1985-03-27 2014-04-10",-0.14,4.01,450,"1985-03-27 2014-04-10",5.44,5.75,450,"1985-03-27 2014-04-10",2.12,5.07,448,"1985-03-27 2014-04-10",1.75,4.7,448,"1985-03-27 2014-04-10",0.31,1.3,448,"1985-03-27 2014-04-10",0.5,1.77,440,"1985-03-27 2014-04-08",,,,
