ListId,Status ,DaysOnMarket,GrossFloorArea,AdjustedLivingArea,PropertyType,HOAFee,PropertyTax,Bedrooms,Bathrooms,YearBuilt,GarageSpace,Address,Area,City,Province,Latitude,Longitude,ListPrice
763,Available,60,899,791,Condo,3080,9689,2,1,2011,1,523 Tillbury Avenue,Carlingwood - McKellar Park - Laurentien View,Ottawa,ON,45.379673,-75.756599,899900
764,Available,119,1589,1271,Detached,3530,3552,4,3,1994,2,93 Kennevale Drive,Barrhaven West - Old Barrhaven,Ottawa,ON,45.267208,-75.768303,329900
765,Available,51,759,668,Condo,3030,4340,2,1,2006,1,15 Bartley Crescent,Barrhaven,Ottawa,ON,45.272297,-75.748703,434000
766,Available,39,598,526,Condo,2440,5480,1,1,2015,1,9 Marier Road,Vanier,Ottawa,ON,45.441936,-75.670975,509000
767,Available,115,854,752,Condo,2700,3014,2,1,2012,1,290 Paseo Private,Centrepointe,Ottawa,ON,45.342701,-75.764977,279900
768,Available,91,562,495,Condo,2950,4942,1,1,2018,1,#PH8 - 150 Caroline Avenue,Island Park,Ottawa,ON,45.399307,-75.734589,459000
769,Available,104,1714,1371,Detached,3630,8074,4,3,1997,2,301 Osgoode Street,Sandy Hill,Ottawa,ON,45.425793,-75.676636,749900
770,Available,69,534,470,Condo,3090,2906,1,1,2015,1,#2 - 70 Prestige Circle,Orléans,Ottawa,ON,45.491394,-75.495026,269900
771,Available,64,804,708,Condo,2680,5276,2,1,2009,1,3 Pentry Lane,Old Ottawa South,Ottawa,ON,45.389938,-75.68399,490000
772,Available,25,1655,1324,Semi-Detached,3450,3299,3,2,2000,2,41 Courtney Road,Kanata,Kanata,ON,45.291538,-75.87384,329900
773,Available,91,2603,2082,Detached,3600,9599,5,4,1995,3,504 Khamsin Street,Stittsville,Ottawa,ON,45.287533,-75.914436,359900
774,Available,114,1386,1109,Semi-Detached,3590,9679,3,2,2004,2,417 Laurier Avenue,Sandy Hill,Ottawa,ON,45.428749,-75.675331,899000
775,Available,58,566,498,Condo,2420,4296,1,1,2011,1,263 Carillon Street,Vanier,Ottawa,ON,45.438011,-75.661713,399000
776,Available,33,1520,1216,Semi-Detached,3820,6557,3,2,2007,2,#1201 - 20 The Driveway Drive,Centretown,Ottawa,ON,45.419907,-75.684776,609000
777,Available,107,1612,1290,Detached,3680,2045,4,3,1995,2,#815 - 1599 Lassiter Terrace,Beacon Hill North,Ottawa,ON,45.450611,-75.597992,189900
778,Available,24,624,549,Condo,2570,6848,1,1,2018,1,385 Dominion Avenue,Westboro,Ottawa,ON,45.390965,-75.758957,636000
779,Available,40,564,496,Condo,3270,6848,1,1,2015,1,385 Dominion Avenue,Westboro,Ottawa,ON,45.390965,-75.758957,636000
780,Available,15,1607,1286,Detached,3820,4736,4,3,2002,2,7 Dorland Crescent,Bells Corners East,Ottawa,ON,45.321457,-75.819595,439900
781,Available,12,841,740,Condo,2530,5382,2,1,2010,1,1426 Bourcier Drive,Orléans,Ottawa,ON,45.474739,-75.507957,499900
782,Available,107,780,686,Condo,2970,5498,2,1,2004,1,41 Langevin Avenue,Lindenlea - New Edinburgh,Ottawa,ON,45.442055,-75.674759,975000
783,Available,49,505,444,Condo,3010,1452,1,1,2013,1,33 Cloverloft Court,Stittsville,Ottawa,ON,45.278122,-75.915527,134900
784,Available,10,1656,1325,Semi-Detached,3730,1775,3,2,2005,2,#G - 1462 Heatherington Road,Ledbury - Heron Gate - Ridgemont - Elmwood,Ottawa,ON,45.374439,-75.650742,164900
785,Available,92,1362,1090,Semi-Detached,3490,3661,3,2,2005,2,138 Gatespark Private,Kanata,Ottawa,ON,45.316639,-75.924622,340000
786,Available,70,1480,1184,Semi-Detached,3890,3552,3,2,2006,2,1227 WELLINGTON STREET UNIT#403,Byward Market - Parliament Hill,Ottawa,ON,45.423748,-75.697426,329900
787,Available,105,1987,1590,Detached,3460,6997,4,3,2003,2,200 RIDEAU STREET UNIT#1704,Byward Market - Parliament Hill,Ottawa,ON,45.427555,-75.687782,649900
788,Available,52,1634,1307,Semi-Detached,3460,6449,3,2,2008,2,20 DUNVEGAN ROAD,Rockcliffe - Manor Park,Ottawa,ON,45.45393,-75.661484,599000
789,Available,73,887,781,Condo,2620,2746,2,1,2012,1,429 KENT STREET UNIT#116,Centretown,Ottawa,ON,45.411434,-75.695801,255000
790,Available,102,716,630,Condo,2740,2152,2,1,2009,1,505 ST LAURENT BOULEVARD UNIT#615,Rockcliffe - Manor Park,Ottawa,ON,45.443871,-75.64827,199900
791,Available,67,1479,1183,Semi-Detached,3470,4736,3,2,2004,2,1222 CASTLE HILL CRESCENT,Braemar Park - Bel Air Heights - Copeland Park,Ottawa,ON,45.364605,-75.74678,439900
792,Available,44,748,658,Condo,2860,5598,2,1,2006,1,496 NEWMAN AVENUE,Overbrook,Ottawa,ON,45.427731,-75.645607,519900
793,Available,30,1446,1157,Semi-Detached,3420,5328,3,2,2003,2,900 DYNES ROAD UNIT#1106,Carleton Heights - Rideauview,Ottawa,ON,45.369511,-75.704407,494900
794,Available,43,584,514,Condo,2400,7418,1,1,2013,1,32 KINGS LANDING PRIVATE,Ottawa,Ottawa,ON,45.417107,-75.679268,689000
795,Available,98,1594,1275,Detached,3490,6029,4,3,2002,2,26 STATE STREET,Civic Hospital - Experimental Farm - Central Park,Ottawa,ON,45.368557,-75.738876,560000
796,Available,101,859,756,Condo,2990,5222,2,1,2013,1,1591 DIXIE STREET,Elmvale - Eastway - Riverview - Riverview Park West,Ottawa,ON,45.406857,-75.637115,485000
797,Available,105,1445,1156,Semi-Detached,3810,5275,3,2,2007,2,320 MCLEOD STREET UNIT#703,Centretown,Ottawa,ON,45.412193,-75.691254,489900
798,Available,67,1662,1330,Semi-Detached,3540,3284,3,2,1999,2,690 ROANOKE STREET,Carson Grove - Carson Meadows,Ottawa,ON,45.443573,-75.628326,305000
799,Available,47,2098,1678,Detached,3530,2260,4,3,1999,2,3322 UPLANDS DRIVE UNIT#43,Hunt Club East - Western Community,Ottawa,ON,45.34919,-75.674843,209900
800,Available,91,1211,969,Semi-Detached,3540,3121,3,2,2002,2,244 CHARLOTTE STREET UNIT#2,Sandy Hill,Ottawa,ON,45.430336,-75.674461,289900
801,Available,97,507,446,Condo,2820,4736,1,1,2018,1,28 SWAIN AVENUE,Hunt Club,Ottawa,ON,45.369469,-75.611755,439900
802,Available,104,508,447,Condo,2590,1960,1,1,2013,1,268 PRESLAND ROAD UNIT#5,Overbrook,Ottawa,ON,45.423138,-75.654541,182000
803,Available,94,1364,1091,Semi-Detached,3500,2260,3,2,2004,2,1045 MORRISON DRIVE UNIT#158,Qualicum - Redwood Park,Ottawa,ON,45.345119,-75.791946,209900
804,Available,94,777,684,Condo,3150,9356,2,1,2013,1,205 IVY CRESCENT,New Edinburgh,Ottawa,ON,45.440498,-75.679054,869000
805,Available,110,1878,1502,Detached,3480,5059,4,3,1996,2,319 SPENCER STREET,Island Park,Ottawa,ON,45.398674,-75.742767,469900
806,Available,95,586,516,Condo,2400,5586,1,1,2018,1,2546 NEEDHAM CRESCENT,Alta Vista,Ottawa,ON,45.371815,-75.667976,518800
807,Available,120,784,690,Condo,3130,4038,2,1,2006,1,415 WILBROD STREET,Sandy Hill,Ottawa,ON,45.429314,-75.676697,375000
808,Available,55,646,568,Condo,3290,1883,1,1,2017,1,2625 REGINA STREET UNIT#607,Woodroffe - Lincoln Heights,Ottawa,ON,45.365734,-75.791367,174900
809,Available,44,1575,1260,Semi-Detached,3410,2950,3,2,2002,2,541 BRUNEL STREET,Ottawa,Ottawa,ON,45.448338,-75.631409,274000
810,Available,112,4139,3311,Detached,4110,5168,5,4,1998,3,60 SENECA STREET,Old Ottawa South,Ottawa,ON,45.39064,-75.689415,480000
811,Available,12,822,723,Condo,2480,6460,2,1,2008,1,69 AYLMER AVENUE,Old Ottawa South,Ottawa,ON,45.394081,-75.688263,599999
812,Available,82,1463,1170,Semi-Detached,3800,2260,3,2,2006,2,772 CHAPMAN MILLS DRIVE UNIT#A,New Barrhaven,Ottawa,ON,45.268684,-75.734024,209900
813,Available,84,2085,1668,Detached,3550,3650,4,3,1995,2,191 PORTRUSH AVENUE,New Barrhaven,Ottawa,ON,45.275246,-75.740662,339000
814,Available,82,859,756,Condo,2940,1992,2,1,2010,1,2760 CAROUSEL CRESCENT UNIT#1011,Emerald Woods - Sawmill Creek,Ottawa,ON,45.35041,-75.643257,185000
815,Available,27,1768,1414,Semi-Detached,3440,3121,3,2,2004,2,33 WILDPINE COURT,Stittsville,Ottawa,ON,45.265881,-75.926804,289900
816,Available,105,1630,1304,Semi-Detached,3620,2250,3,2,2006,2,296 DALEHURST DRIVE UNIT#D,Tanglewood,Ottawa,ON,45.333309,-75.749748,209000
817,Available,75,547,481,Condo,2820,2152,1,1,2009,1,3691 ALBION ROAD UNIT#58,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill,Ottawa,ON,45.348919,-75.637856,199900
818,Available,53,886,780,Condo,3260,1722,2,1,2010,1,3211 BANNON WAY,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill,Ottawa,ON,45.344788,-75.627975,159900
819,Available,27,872,767,Condo,2950,5868,2,1,2010,1,307 CENTERRA COURT,New Barrhaven,Ottawa,ON,45.242943,-75.729378,545000
820,Available,108,712,627,Condo,2600,6449,2,1,2005,1,3663 ALBION ROAD,Blossom Park - Blossom Park West - Sawmill Creek/ Timbermill,Ottawa,ON,45.349552,-75.640114,599000
821,Available,39,1363,1090,Semi-Detached,3530,1712,3,2,2007,2,1276 HOWIE ROAD,Carp,Ottawa,ON,45.281017,-76.071915,159000
822,Available,31,1967,1574,Detached,3530,3498,4,3,2000,2,#15 - 2112 Queen St,The Beach,Toronto,ON,43.671459,-79.295059,569000
823,Available,23,515,453,Condo,2540,4241,1,1,2010,1,1 Currie Ave,East Danforth,Toronto,ON,43.68047,-79.321823,689900
824,Available,10,530,466,Condo,2970,3068,1,1,2019,1,#3010 - 12 York St,Downtown,Toronto,ON,43.641632,-79.38205,499000
825,Available,83,722,635,Condo,2540,4303,2,1,2007,1,80 Martindale Rd,Cliffcrest,Toronto,ON,43.734875,-79.22728,699900
826,Available,27,4258,3406,Detached,3470,4912,5,4,1996,3,61 Rory Rd,Maple Leaf,Toronto,ON,43.720276,-79.484901,799000
827,Available,74,524,461,Condo,2410,3228,1,1,2017,1,26 Angora St,Woburn,Toronto,ON,43.758507,-79.212791,525000
828,Available,88,613,539,Condo,2740,5527,1,1,2009,1,35 Strathcona Ave,Riverdale,Toronto,ON,43.675503,-79.344292,899000
829,Available,24,2133,1706,Detached,3840,5532,4,3,2001,2,39 Belleville St,Upper Beaches,Toronto,ON,43.686844,-79.290771,899900
830,Available,11,766,674,Condo,2420,2336,2,1,2009,1,#92 - 100 Burrows Hall Blvd,Malvern,Toronto,ON,43.792198,-79.232147,379900
831,Available,92,3625,2900,Detached,3410,3995,6,4,1992,3,592 The Queensway,The Queensway,Toronto,ON,43.628426,-79.49398,649900
832,Available,115,1690,1352,Detached,3680,5226,4,3,1994,2,49 Caracas Rd,Bayview Village,Toronto,ON,43.767426,-79.37751,850000
833,Available,12,732,644,Condo,2490,3375,2,1,2005,1,##1 - 108 Redpath Ave,Midtown Toronto,Toronto,ON,43.707161,-79.393127,549000
834,Available,71,891,784,Condo,3290,2305,2,1,2010,1,#S608 - 455 Front St,Downtown,Toronto,ON,43.652714,-79.3563,374900
835,Available,53,1889,1511,Detached,3530,3073,4,3,1999,2,29 Bromton Dr,Bendale,Toronto,ON,43.765526,-79.253128,499900
836,Available,43,713,627,Condo,3690,4604,2,1,2007,1,135 King St,Downtown,Toronto,ON,43.65004,-79.373352,748888
837,Available,25,3914,3131,Detached,4320,2581,5,4,1997,3,#1006 - 2 Anndale Dr,Willowdale,Toronto,ON,43.760464,-79.410248,419900
838,Available,95,536,472,Condo,3130,3995,1,1,2012,1,592 The Queensway,The Queensway,Toronto,ON,43.628426,-79.49398,649900
839,Available,92,796,700,Condo,2490,6381,2,1,2005,1,2043 SPRINGDALE RD,Westmount,Oakville,ON,43.44273,-79.752754,868800
840,Available,27,617,543,Condo,3010,1682,1,1,2018,1,#510 - 25 FAIRVIEW RD W,Mississauga,Mississauga,ON,43.587418,-79.628464,209900
841,Available,116,1529,1223,Detached,3730,5489,4,3,1996,2,2768 WESTBURY CRT,Erin Mills,Mississauga,ON,43.563698,-79.730011,684900
842,Available,31,1560,1248,Semi-Detached,3510,4240,3,2,2002,2,2150 BURNHAMTHORPE RD W,Erin Mills,Mississauga,ON,43.543655,-79.68306,529000
843,Available,114,1989,1591,Detached,3440,7614,4,3,2000,2,609 Driftcurrent Drive,Mississauga,Mississauga,ON,43.622925,-79.646111,950000
844,Available,96,613,539,Condo,2920,5209,1,1,2012,1,7554 LOCKINGTON CRES,Malton,Mississauga,ON,43.727547,-79.643188,649900
845,Available,36,1501,1201,Semi-Detached,3750,4608,3,2,2001,2,3342 GRECHEN RD,Mississauga,Mississauga,ON,43.564972,-79.650948,575000
846,Available,10,722,635,Condo,2570,5048,2,1,2009,1,1130 SYLVANIA DR,Dixie,Mississauga,ON,43.609303,-79.597534,629900
847,Available,102,1120,930,Townhouse,3400,5850,2,1,2005,1,738 GREENORE RD,Mississauga,Mississauga,ON,43.606991,-79.615433,729900
848,Available,81,1709,1367,Detached,3500,4888,4,3,1999,2,6613 JAZZY MEWS,Meadowvale Village,Mississauga,ON,43.619102,-79.714088,609900
849,Available,107,600,528,Condo,3160,6564,1,1,2019,1,1591 SAMUELSON CIRC,Meadowvale Village,Mississauga,ON,43.622822,-79.748672,819000
850,Available,90,603,531,Condo,2960,6612,1,1,2012,1,2393 CHILSWORTHY AVE,Cooksville,Mississauga,ON,43.563198,-79.624519,825000
851,Available,37,1382,1106,Semi-Detached,3890,5514,3,2,2006,2,1607 Spring Road,Clarkson,Mississauga,ON,43.524624,-79.625351,688000
852,Available,92,624,549,Condo,2970,7614,1,1,2015,1,609 DRIFTCURRENT DR,Mississauga,Mississauga,ON,43.622925,-79.646111,950000
853,Available,49,1756,1405,Detached,3430,6008,4,3,2000,2,2180 DIXIE RD,Lakeview,Mississauga,ON,43.601135,-79.572868,749700
854,Available,24,1950,1560,Detached,3850,2564,4,3,1994,2,#83 - 6797 FORMENTERA AVE,Mississauga,Mississauga,ON,43.585991,-79.762466,319900
855,Available,99,598,526,Condo,2460,2002,1,1,2011,1,#111 - 55 BRISTOL RD E,Mississauga,Mississauga,ON,43.616287,-79.664009,249800
856,Available,24,634,558,Condo,2840,2388,1,1,2010,1,5353 GLEN ERIN DR,Erin Mills,Mississauga,ON,43.561249,-79.72094,298000
857,Available,56,502,442,Condo,3250,2564,1,1,2014,1,#83 - 6797 FORMENTERA AVE,Mississauga,Mississauga,ON,43.585991,-79.762466,319900
858,Available,20,1229,983,Semi-Detached,3430,2636,3,2,2004,2,#1008 - 20 MISSISSAUGA VALL BLVD,Mississauga,Mississauga,ON,43.590103,-79.627022,328888
859,Available,96,1274,1019,Semi-Detached,3460,3049,3,2,2008,2,##11 - 242 John Garland Blvd,Rexdale,Toronto,ON,43.73354,-79.592949,495900
860,Available,80,818,720,Condo,3260,3995,2,1,2005,1,#108 - 35 HAYDEN ST,Downtown,Toronto,ON,43.669609,-79.384773,649900
861,Available,65,4432,3546,Detached,3750,4300,5,4,1996,3,435 MAYBANK AVE,Harwood,Toronto,ON,43.677654,-79.473663,699400
862,Available,114,1552,1242,Semi-Detached,3500,2146,3,2,2007,2,#562 - 209 FORT YORK BLVD S,Niagara,Toronto,ON,43.636963,-79.404671,349000
863,Available,16,625,550,Condo,3190,2644,1,1,2009,1,39 FAIRLEIGH CRES,Midtown Toronto,Toronto,ON,43.700653,-79.439201,430000
864,Available,32,2146,1717,Detached,3480,8040,4,3,1996,2,1805 SUMAC WY,River Bend,London,ON,42.964138,-81.358253,599900
865,Available,108,891,784,Condo,3260,1648,2,1,2005,1,57 - 490 THIRD Street,Argyle,London,ON,43.005676,-81.186676,123000
866,Available,99,3097,2478,Detached,4150,6834,5,4,1989,3,1506 MCLARENWOOD TR,East London,London,ON,42.987186,-81.185242,509900
867,Available,60,2062,1650,Detached,3860,5213,4,3,1995,2,1004 GUILDWOOD BL,Oakridge,London,ON,42.978428,-81.313164,389000
868,Available,30,566,498,Condo,2510,7370,1,1,2018,1,183 LANGARTH Street East,South London,London,ON,42.965721,-81.250999,549900
869,Available,24,553,487,Condo,2350,6405,1,1,2011,1,301 WOODROW Place,Laurelwood,Waterloo,ON,43.469215,-80.583534,589000
870,Available,83,774,681,Condo,2920,4109,2,1,2010,1,5 Michelle Court,Highland West,Kitchener,ON,43.425808,-80.546333,369900
871,Available,70,601,529,Condo,3280,3861,1,1,2016,1,114 Roebuck Dr,Kennedy Park,Toronto,ON,43.726383,-79.270432,628000
872,Available,90,4246,3397,Detached,3870,3504,6,4,1989,3,3369 Weston Rd,Emery,Toronto,ON,43.745125,-79.540535,569900
873,Available,59,1791,1433,Semi-Detached,3550,4764,3,2,2007,2,41 DONALD BELL DR,Hamilton,Hamilton,ON,43.120533,-79.807396,389900
874,Available,83,583,513,Condo,2760,4247,1,1,2012,1,#110 - 86 JOYMAR DR,Streetsville,Mississauga,ON,43.578716,-79.71743,529900
875,Available,108,2140,1712,Detached,3450,4436,4,3,1998,2,825 Cavan Crt,Vanier,Oshawa,ON,43.887722,-78.892616,329900
876,Available,63,588,517,Condo,2890,6387,1,1,2013,1,1516 Pennel Dr,Taunton,Oshawa,ON,43.944332,-78.856514,475000
877,Available,57,1283,1026,Semi-Detached,3410,5087,3,2,2006,2,61 Don Head Village Blvd,Richmond Hill,Richmond Hill,ON,43.864326,-79.450706,739000
878,Available,64,780,686,Condo,2980,2753,2,1,2006,1,25 Brower Ave,Richmond Hill,Richmond Hill,ON,43.925968,-79.45578,399888
879,Available,86,1471,1177,Semi-Detached,3660,5431,3,2,2008,2,10165 Yonge St,Richmond Hill,Richmond Hill,ON,43.875378,-79.437729,789000
880,Available,50,1607,1286,Detached,3820,6961,4,3,2001,2,#41 - 9130 Bathurst Ave,Maple,Vaughan,ON,43.845722,-79.45845,999990
881,Available,55,620,546,Condo,2660,6883,1,1,2010,1,285 Gells Rd,Richmond Hill,Richmond Hill,ON,43.892128,-79.428207,999900
882,Available,28,629,554,Condo,2870,5087,1,1,2019,1,64 Lebovic Dr,Richmond Hill,Richmond Hill,ON,43.93924,-79.442604,739000
883,Available,35,649,571,Condo,2830,1996,1,1,2013,1,61 Sun Valley Dr,Richmond Hill,Richmond Hill,ON,43.887222,-79.39534,290000
884,Available,86,800,704,Condo,3250,6801,2,1,2007,1,46 Falling River Dr,Richmond Hill,Richmond Hill,ON,43.908413,-79.43763,988000
885,Available,35,1554,1243,Semi-Detached,3740,4598,3,2,2007,2,240 Avenue Rd,Richmond Hill,Richmond Hill,ON,43.856258,-79.443405,668000
886,Available,57,624,549,Condo,2470,6113,1,1,2012,1,145 Kimono Cres,Richmond Hill,Richmond Hill,ON,43.878567,-79.403717,888000
887,Available,64,862,759,Condo,3330,2753,2,1,2009,1,17 Alyssum Crt,Richmond Hill,Richmond Hill,ON,43.953888,-79.44149,399900
888,Available,103,866,762,Condo,2500,2719,2,1,2011,1,62 Bush Ridges Ave,Richmond Hill,Richmond Hill,ON,43.91674,-79.430244,395000
889,Available,55,726,639,Condo,3030,2747,2,1,2013,1,372 Balkan Rd,Richmond Hill,Richmond Hill,ON,43.882725,-79.42205,399000
890,Available,100,524,461,Condo,3150,2002,1,1,2017,1,29 Camellia Dr,Bayview Glen,Richmond Hill,ON,43.84557,-79.413292,290900
891,Available,90,1812,1450,Detached,3530,6119,4,3,2001,2,37 Bingham St,Richmond Hill,Richmond Hill,ON,43.865139,-79.442482,888888
892,Available,52,5086,4069,Detached,4140,4598,7,7,1966,4,53 Steepleview Cres,Richmond Hill,Richmond Hill,ON,43.866974,-79.443512,668000
893,Available,113,4330,3464,Detached,3470,6166,6,4,1989,3,56 Selkirk Dr,Bayview Glen,Richmond Hill,ON,43.846828,-79.423927,895800
894,Available,86,735,647,Condo,3400,2753,2,1,2006,1,187 Jefferson Forest Dr,Richmond Hill,Richmond Hill,ON,43.915451,-79.433235,400000
895,Available,112,744,655,Condo,2470,2719,2,1,2007,1,32 Selleck Drive,Richmond Hill,Richmond Hill,ON,43.935452,-79.46936,395000
896,Available,17,737,649,Condo,3160,2402,2,1,2006,1,61 Catalina Cres,Richmond Hill,Richmond Hill,ON,43.890335,-79.416885,349000
897,Available,27,535,471,Condo,2600,2065,1,1,2016,1,121 Devonsleigh Blvd,Richmond Hill,Richmond Hill,ON,43.90464,-79.435066,300000
898,Available,120,3319,2655,Detached,3600,3992,5,4,1994,3,#514 - 33 Weldrick Rd,Richmond Hill,Richmond Hill,ON,43.8605,-79.433083,579888
899,Available,116,1288,1030,Semi-Detached,3460,2306,3,2,2008,2,#906 - 9088 Yonge St,Richmond Hill,Richmond Hill,ON,43.848576,-79.432541,335000
900,Available,91,610,537,Condo,3080,2189,1,1,2017,1,88 Maple Grove Ave,Richmond Hill,Richmond Hill,ON,43.945827,-79.468925,318000
901,Available,95,1352,1082,Semi-Detached,3760,5576,3,2,2001,2,22 Ellesmere St,Bayview Glen,Richmond Hill,ON,43.847469,-79.430588,810000
902,Available,98,1203,962,Semi-Detached,3880,6135,3,2,2007,2,170 ELDER ST,Bathurst Manor,Toronto,ON,43.758739,-79.452705,998000
903,Available,118,1392,1114,Semi-Detached,3570,4303,3,2,1999,2,104 Homedale Dr,Milliken,Toronto,ON,43.81181,-79.282883,699900
904,Available,19,3323,2658,Detached,4240,4291,5,4,1995,3,14 Saunders Rd,Scarborough Village,Toronto,ON,43.748539,-79.208725,698000
905,Available,48,602,530,Condo,2730,2859,1,1,2009,1,99 Red River Cres,Rouge,Toronto,ON,43.80365,-79.172356,465000
906,Available,38,1770,1416,Semi-Detached,3670,4850,3,2,2007,2,2 Moraine Hill Dr,Tam O'Shanter,Toronto,ON,43.774624,-79.298141,788888
907,Available,47,838,737,Condo,3010,3682,2,1,2009,1,10 Sudbury Hall Dr,Rouge,Toronto,ON,43.800362,-79.177345,599000
908,Available,103,4967,3974,Detached,3540,4629,6,4,1992,3,2185 HAMELIN CRESCENT,Greenbelt,Ottawa,ON,45.454403,-75.591789,429900
909,Available,56,1230,984,Semi-Detached,3840,3577,3,2,2004,2,619 RODFAM,Roseland,Windsor,ON,42.241692,-83.002701,199900
910,Available,43,1832,1466,Detached,3740,2344,4,3,1995,2,6 GERALD Crescent,Glen Cairn,London,ON,42.966042,-81.200066,174900
911,Available,48,5299,4239,Detached,3960,4430,7,7,1988,4,7467 Monastery Drive,Niagara Falls,Niagara Falls,ON,43.120461,-79.123039,344900
912,Available,104,766,674,Condo,2520,6850,2,1,2012,1,286 Whitmore Drive,Waterloo,Waterloo,ON,43.496555,-80.509979,629900
913,Available,74,584,514,Condo,2770,2991,1,1,2013,1,45 Ellis Crescent N,Waterloo,Waterloo,ON,43.472687,-80.50795,275000
914,Available,72,871,766,Condo,2880,3252,2,1,2012,1,233 Rodney Street,Waterloo,Waterloo,ON,43.467121,-80.502708,299000
915,Available,92,1636,1309,Semi-Detached,3410,3776,3,2,2008,2,E31 110 ACTIVA Avenue,Laurentian West,Kitchener,ON,43.408806,-80.510376,339900
916,Available,44,521,458,Condo,2670,3554,1,1,2013,1,149 ACTIVA Avenue,Laurentian West,Kitchener,ON,43.40818,-80.511421,319900
917,Available,74,757,666,Condo,3020,3653,2,1,2006,1,48 Evans Street,Central Hamilton,Hamilton,ON,43.25713,-79.855667,299000
918,Available,104,1911,1529,Detached,3580,2798,4,3,1999,2,191 SHERMAN AVE N,Gibson,Hamilton,ON,43.257683,-79.835777,229000
919,Available,24,740,651,Condo,2430,1465,2,1,2005,1,11 Bronte Road,Bronte,Oakville,ON,43.394123,-79.708611,199500
920,Available,70,577,508,Condo,2480,4167,1,1,2011,1,#115 - 5980 Whitehorn Ave,East Credit,Mississauga,ON,43.598038,-79.708839,519900
921,Available,16,1730,1384,Detached,3660,5850,4,3,1996,2,6271 Snowflake Lane,Mississauga,Mississauga,ON,43.568523,-79.758461,729900
922,Available,104,797,701,Condo,3210,4568,2,1,2013,1,3910 MILKWOOD CRES,Mississauga,Mississauga,ON,43.580254,-79.79258,570000
923,Available,102,1657,1326,Semi-Detached,3560,5609,3,2,2005,2,5188 ANGEL STONE DR,Erin Mills,Mississauga,ON,43.550816,-79.723541,699900
924,Available,81,863,759,Condo,2440,6588,2,1,2008,1,1331 SCUGOG AVE,Lakeview,Oshawa,ON,43.863235,-78.844627,489900
925,Available,68,1702,1362,Semi-Detached,3620,2820,3,2,2004,2,771 CHAMBERLAIN Street,Peterborough,Peterborough,ON,44.289719,-78.338554,199900
926,Available,63,1359,1087,Semi-Detached,3800,4584,3,2,1999,2,246 TOBIN Court,Peterborough,Peterborough,ON,44.332214,-78.331535,324900
927,Available,81,2010,1608,Detached,3740,4231,4,3,2000,2,146 JAMES Street,Peterborough,Peterborough,ON,44.302681,-78.305908,299900
928,Available,72,519,457,Condo,2910,4123,1,1,2011,1,15 PACIFIC RIM CRT,Richmond Hill,Richmond Hill,ON,43.910572,-79.472374,599000
929,Available,31,637,561,Condo,3370,2699,1,1,2017,1,9 Red River Cres,Rouge,Toronto,ON,43.802834,-79.172585,439000
930,Available,33,885,779,Condo,2820,4918,2,1,2011,1,82 PITT AVE,Clairlea - Birchmount,Toronto,ON,43.704266,-79.293152,799900
931,Available,24,1869,1495,Detached,3720,4918,4,3,2000,2,227 REINER Road,Wilson Heights,Toronto,ON,43.748856,-79.453499,799990
932,Available,30,1775,1420,Semi-Detached,3610,2637,3,2,2000,2,# 74 - 20 BRIMWOOD BLVD,Milliken,Toronto,ON,43.811077,-79.279678,429000
933,Available,71,573,504,Condo,2490,4230,1,1,2011,1,80 VALLEY STREAM DR,Toronto,Toronto,ON,43.820442,-79.263741,688000
934,Available,100,810,713,Condo,3240,3284,2,1,2006,1,93 Langstrom Crescent,Hunt Club,Ottawa,ON,45.37384,-75.621559,305000
935,Available,59,1490,1192,Semi-Detached,3760,3899,3,2,2001,2,310 Hoylake Crescent,Orléans,Orleans,ON,45.468842,-75.503159,389900
936,Available,96,514,452,Condo,2630,5456,1,1,2011,1,489 LIBERTY,South Windsor,Windsor,ON,42.264938,-83.010735,304900
937,Available,33,1979,1583,Detached,3880,3806,4,3,2001,2,267 NORTHCREST Place,Waterloo,Waterloo,ON,43.482021,-80.513992,350000
938,Available,24,563,495,Condo,3320,2676,1,1,2013,1,48 Evans St,Central Hamilton,Hamilton,ON,43.25713,-79.855667,219000
939,Available,71,789,694,Condo,2660,5424,2,1,2007,1,99 English Oak Dr,Richmond Hill,Richmond Hill,ON,43.940819,-79.442017,788000
940,Available,15,716,630,Condo,2930,2616,2,1,2007,1,108 Arten Ave,Richmond Hill,Richmond Hill,ON,43.886921,-79.449402,380000
941,Available,27,1382,1106,Semi-Detached,3840,5587,3,2,2008,2,82 SUN ROW DR,Richview,Toronto,ON,43.687252,-79.539108,908800
942,Available,26,1695,1356,Semi-Detached,3450,3199,3,2,2008,2,345 INTERNATIONAL,Windsor,LaSalle,ON,42.227283,-83.094345,319900
943,Available,71,822,723,Condo,2700,4566,2,1,2005,1,246 Parklawn Place,Waterloo,Waterloo,ON,43.490467,-80.553566,419900
944,Available,29,1762,1410,Semi-Detached,3850,4295,3,2,2008,2,237 Pastern Trail,Waterloo,Waterloo,ON,43.490166,-80.486526,394900
945,Available,55,5003,4002,Detached,3860,4424,7,7,1973,4,96 Silurian Drive,Grange Hill East,Guelph,ON,43.565311,-80.217117,387900
